('1203045', '艾热 AIR')
('74640', 'Skillet')
('101352', "Sexion d'Assaut")
('12617018', 'Sounds Of Nature')
('13057602', 'Summer Salt')
('30200709', 'Sophie and the Giants')
('200742', 'Sheppard')
('1122046', 'SirenXX')
('99989', 'Sum 41')
('12009099', 'Sofi Tukker')
('12171083', 'Strandels')
('74939', 'Starship')
('99992', 'Suede')
('1177079', 'Steam Phunk')
('129631', 'Sound Effects')
('43004', 'Sleeping at Last')
('99994', 'Scorpions')
('100538', 'SpongeBob Squarepants')
('1182569', 'Ship Wrek')
('912065', 'Stonefox')
('1024185', 'Smith &amp; Thell')
('100380', 'Savoir Adore')
('900365', 'SALES')
('1084201', 'SMLE')
('770075', 'Scott Bradlee’s Postmodern Jukebox')
('942130', 'Simply Three')
('76928', 'Smack')
('42979', 'Sabaton')
('101235', 'Set It Off')
('1171085', 'Silver Screen')
('100850', 'Swedish House Mafia')
('42941', 'Slipknot')
('74758', 'Serebro')
('15133504', 'Soothing Nature Sounds')
('74614', 'Savage Garden')
('99990', 'Sigur Rós')
('77754', 'Solid Base')
('74699', 'Smash Mouth')
('210916', 'Sons Of Maria')
('12229021', 'Synthion')
('74644', 'S Club 7')
('74686', 'Scooter')
('101860', 'Stephen Walking')
('101614', 'Six60')
('101913', 'Saint Motel')
('75282', 'Salt-N-Pepa')
('99995', 'Stereophonics')
('42968', 'Shinedown')
('12047902', 'Space')
('961150', 'Syzz')
('555539', 'Snakehips')
('1147137', 'SaberZ')
('101070', 'Sultan + Shepard')
('74636', 'Spice Girls')
('101335', 'Still Corners')
('77880', 'Spankers')
('99996', 'Sopor Aeternus &amp; the Ensemble of Shadows')
('742105', 'Sons Of Day')
('100003', 'Slowdive')
('759491', 'San Fermin')
('74854', 'Survivor')
('100066', 'Sixx:A.M.')
('101306', 'Small Sur')
('129269', 'Sex Pistols')
('100014', 'Steelheart')
('100005', 'Shine Dion')
('42947', 'Santana')
('99991', 'Snow Patrol')
('12026127', 'Sachi')
('42940', 'Stratovarius')
('100459', 'Some &amp; Any')
('88164', 'Sea Power')
('1098103', 'Sub Zero Project')
('1049814', 'Sean&amp;Bobo')
('101953', 'Sangre De Muerdago')
('99997', 'Skid Row')
('893484', 'The Chainsmokers')
('102714', 'Two Steps From Hell')
('212904', 'The Score')
('14177760', 'twocolors')
('1090022', 'Tungevaag &amp; Raaban')
('12080267', 'The Tech Thieves')
('12893077', 'The Marías')
('102028', 'The Script')
('1122080', 'Transviolet')
('102954', 'The Glitch Mob')
('213073', 'The Word Alive')
('103858', 'Timeflies')
('101988', 'The Beatles')
('102035', 'The xx')
('784190', 'twenty one pilots')
('837191', 'The Vamps')
('101981', 'The Weepies')
('102022', 'The Veronicas')
('44403', 'The Cab')
('101982', 'The Cranberries')
('99093', 'The Piano Guys')
('103121', 'The Downtown Fiction')
('44343', 'Train')
('12023492', 'The Midnight')
('31523273', 'The Verkkars')
('104133', 'Tritonal')
('131243', 't.A.T.u.')
('78207', 'The Mamas &amp; the Papas')
('1084096', 'TRU Concept')
('103603', 'The Bosshoss')
('104457', 'The 1975')
('89419', 'The City of Prague Philharmonic Orchestra')
('12979289', 'The Kiboomers')
('102076', 'the tumbled sea')
('103399', 'The Civil Wars')
('13264235', 'The Journeymen')
('102919', 'The Band Perry')
('11998064', 'Trinix')
('103095', 'The Wanted')
('101986', 'The Cure')
('81222', 'The Silent League')
('102017', 'The Police')
('83245', 'The Two')
('31329017', 'The Skywalker Symphony Chorus')
('98537', 'The Pussycat Dolls')
('102001', 'The Rolling Stones')
('101993', 'The Innocence Mission')
('44324', 'Thousand Foot Krutch')
('102142', 'The Beatnuts')
('79442', 'The Beat')
('45493', 'Tennis')
('12387154', 'tea')
('954496', 'Timecop1983')
('1170020', 'The Living Tombstone')
('103888', 'The Paper Kites')
('46623254', 'The Wellermen')
('12175190', 'The Spacies')
('78216', 'The Afters')
('12136033', 'Taylor Girlz')
('104353', 'The Royal Concept')
('78218', 'The Kinks')
('13099', 'Tuxedo')
('44302', 'Trademark')
('938038', 'The Bryan Ferry Orchestra')
('847371', 'The Strumbellas')
('102015', 'The Strokes')
('536718', 'Two Friends')
('13222411', 'The Greatest Showman Ensemble')
('102717', 'Two Door Cinema Club')
('78212', 'The Pierces')
('103216', 'The Icarus Account')
('45354', "The O'Neill Brothers")
('791098', 'Teleman')
('104437', 'The Neighbourhood')
('102702', 'The Last Dinosaur')
('28085405', 'The Walters')
('101996', 'The Velvet Underground')
('1081305', 'TastyTreat')
('1026077', 'The Paragon Axis')
('101987', 'The Doors')
('78204', 'The Beach Boys')
('102059', 'The Guggenheim Grotto')
('102860', 'Thunderstorm')
('12917127', 'ThatBehavior')
('96151', 'The Lumineers')
('78523', 'The Righteous Brothers')
('101983', 'The Ting Tings')
('102002', 'Take That')
('1137430', 'The Clarstone')
('101990', 'The Cardigans')
('101984', 'Travis')
('90193', 'The Caretaker')
('102026', 'The White Stripes')
('102345', 'TNT')
('102738', 'The Pretty Reckless')
('512813', 'The Minions')
('82056', "Tony O'Malley")
('748154', 'This Century')
('102004', 'The Who')
('12074128', 'The Seige')
('1049685', 'Us The Duo')
('104493', 'U2')
('12196203', 'Unknown Brain')
('763059', 'Union J')
('12008168', 'Unloved')
('734053', 'Urban Contact')
('83492', 'US')
('104648', 'Urban Cone')
('104540', 'Ulytau')
('1101051', 'Uplink')
('104708', 'Unknown Mortal Orchestra')
('820425', 'U137')
('13499839', 'Unprocessed')
('104492', 'Underworld')
('104684', 'Umami')
('34239914', 'UPTOWN BOYBAND')
('83290', 'UB40')
('124899', 'Unspoken')
('104608', 'Umber')
('104501', 'Urge Overkill')
('104595', 'Union Of Sound')
('12289355', 'UNΛVERΛGE GΛNG')
('104487', 'Uaral')
('104495', 'U.D.O.')
('104497', 'Urban Trad')
('104490', 'UNKLE')
('83320', 'Unwritten Law')
('45574', 'Us3')
('104678', 'Unison')
('12710657', 'Utro')
('700014', 'USSR State Symphony Orchestra')
('48497199', 'Urnaar')
('104513', 'Unkle Bob')
('45581', 'UGK')
('12505841', 'University Of Minnesota Brass Band')
('12974660', 'Uncontrollable Urge')
('104567', 'Urban Jazz Coalition')
('104496', 'Unto Ashes')
('83289', 'Underoath')
('12543088', 'United States Army Band')
('83287', 'Until June')
('52675312', 'UC Cypher')
('12035081', 'Ude Af Kontrol')
('45566', 'Ulver')
('1039401', 'Untamed')
('155221', 'University of Michigan Band')
('104500', 'Ultravox')
('45597', 'Urbanize')
('104532', 'Urbs &amp; Cutex')
('45565', 'US5')
('395732', 'United States Army Chorus')
('104556', 'Under The Flood')
('45571', 'UFO')
('104618', 'Urban Species')
('755013', 'Uschi &amp; Hans')
('842030', 'Upset')
('37250626', 'USERx')
('12903556', 'Urta &amp; Navarro')
('104636', 'Uniting Nations')
('1135123', 'Unknown Artist')
('12979300', 'USSR Ministry of Culture Symphony Orchestra')
('45582', 'Ugly Kid Joe')
('104547', 'Upon A Burning Body')
('104670', 'Under the big bright yellow sun')
('83297', 'Upcdownc')
('813020', 'Under The Influence')
('12385095', 'United States Coast Guard Band')
('12543019', 'United States Air Force Heritage of America Band')
('45583', "Ultramagnetic MC's")
('104538', 'Ursula')
('104552', 'Upon This Dawning')
('104491', 'Unearth')
('83330', 'Uriah Heep')
('12402012', 'United States Army Old Guard Fife and Drum Corps')
('12539409', 'Ukrainian State Symphony Orchestra')
('83312', 'Ugly Casanova')
('83421', 'Unleashed')
('935048', 'Unknown Reality')
('1132053', 'Urban Rescue')
('104502', 'Underground Resistance')
('1192313', 'UCD Choral Scholars &amp; Desmond Earley')
('104525', 'Unshine')
('87676', 'Umbrellas Hide Life')
('104488', 'Under Byen')
('104640', 'Uncle Acid and the Deadbeats')
('104505', 'Up And Down')
('104518', 'Up Dharma Down')
('12458237', 'Unysono')
('104566', 'Underground Cities')
('104571', 'Unruly Child')
('83410', "Umphrey's McGee")
('130775', 'UK Subs')
('133444', 'Unknown Error')
('104647', 'Ultra Vomit')
('104524', 'Uriah')
('104510', 'Ulcerate')
('83408', 'Uh Huh Her')
('45593', 'Ultrabeat')
('104679', 'Ultraísta')
('12202047', 'Until We Die')
('747030', 'Vicetone')
('104700', 'Various Artists')
('83684', 'Valley')
('804422', 'VINAI')
('1046407', 'Vigiland')
('1155154', 'Vijay &amp; Sofia Zlatko')
('947272', 'Violet Days')
('12348095', 'Vansire')
('104696', 'Vitamin String Quartet')
('83529', 'Village People')
('83520', 'Vox Angeli')
('30882727', 'Vern Matz')
('1063156', 'Vini Vici')
('511688', 'Virgin Suicide')
('83548', 'Vengaboys')
('27752357', 'VIZE')
('939071', 'Volac')
('1149081', 'Veorra')
('70155', 'VIA Gra')
('83523', 'Vampire Weekend')
('12279249', 'Vargas &amp; Lagola')
('83518', 'Van Halen')
('104990', 'Vazquez Sounds')
('149057', 'Volo')
('1050143', 'Vallis Alps')
('104798', 'Vishal-Shekhar')
('30130243', 'Videoclub')
('1181008', 'V.F.M.style')
('12080228', 'Valve Studio Orchestra')
('1124390', 'VanJess')
('80349', 'Vaults')
('13438960', 'Vienna Mozart Orchestra')
('816050', 'Vulfpeck')
('83535', 'Versengold')
('12047808', 'VAVO')
('83976', 'Virus Syndicate')
('104747', 'Viveza')
('12248024', 'Vijay &amp; Sofia')
('12970134', 'VIA Marokand')
('105058', 'VFSix')
('104725', "Vienna Boys' Choir")
('104724', 'Vargo')
('792260', 'Vindata')
('12523328', 'Vee Sing Zone')
('104689', 'Vega4')
('1100014', 'Vanillaz')
('52890631', 'VERMIN’Records')
('104728', 'V Factory')
('45647', 'VNV Nation')
('886111', 'Vienna State Opera Orchestra')
('1019094', 'Vulvodynia')
('45632', 'Velvet Revolver')
('104762', 'Verba')
('12053010', 'VoicePlay')
('83848', 'Venus')
('83745', 'Void')
('83630', 'Vixen')
('514883', 'Vök')
('1087691', 'Volt &amp; State')
('104969', 'Vomitron')
('45642', 'Vàli')
('83527', 'Vetiver')
('104904', 'Vieja Trova Santiaguera')
('129133', 'Vince Guaraldi Trio')
('1032188', 'Vienna Radio Symphony Orchestra')
('104859', 'Victorious Cast')
('105017', 'Vogtland Philharmonie')
('104992', 'Voces8')
('104713', 'Vanilla Ninja')
('104703', 'Van Der Graaf Generator')
('88436', 'Veter Vody')
('763088', 'Vince Forwards')
('129501', 'Vitamin Piano Series')
('129468', 'Victor Orchestra')
('83558', 'Vanilla Sky')
('130535', 'Von Spar')
('104699', 'Venom')
('952212', 'Valley Girls')
('104809', 'Vogelfrey')
('104758', 'Violator')
('104959', 'Vandalism')
('104925', 'Velveteen')
('837504', 'Victor Niglio')
('14479714', 'ViVii')
('150164', 'Vigilantes')
('104692', 'Violent Femmes')
('777114', 'Valor')
('87657', 'Versa')
('83536', 'Van She')
('104872', 'Veronica Falls')
('13707542', 'Vacations')
('104898', 'Virtual Boy')
('105073', 'Volumes')
('104852', 'Vive la Fête')
('104764', 'Victory')
('104761', 'Von Thronstahl')
('12155189', 'Vienna Chamber Orchestra')
('104754', 'Variety Lab')
('29173413', 'Vacation Manor')
('104694', 'Vader')
('105493', 'Walk off the Earth')
('45839', 'Westlife')
('12218142', 'Wild Cards')
('46503501', 'Worry Free Studios')
('12468277', "Why Don't We")
('15008055', 'Why Mona')
('14253179', "Where It's ATT")
('787041', 'Wild Culture')
('46131', 'W&amp;W')
('105286', 'Wiener Philharmoniker')
('12046832', 'WOLFE')
('12977810', 'Wildflowers')
('105084', 'Within Temptation')
('27864242', 'WEALTHYSELF')
('84057', 'Wham!')
('12475726', 'WATEVA')
('1084125', 'WAV')
('12074090', 'WILD')
('12074883', 'We Rabbitz')
('1116290', 'Win &amp; Woo')
('742232', 'Wolf Alice')
('105433', 'Whitehorse')
('31247405', 'Wukong')
('956265', 'Wonderful Humans')
('12248096', 'World Beyond')
('105441', 'Walk The Moon')
('105089', 'We the Kings')
('105431', 'Work Drugs')
('830060', 'Wildcat! Wildcat!')
('45837', 'Weezer')
('711438', 'We Are Loud')
('105186', 'Wiretree')
('84060', 'Wu-Tang Clan')
('12006167', 'Wavers')
('826217', 'Wet')
('12535101', 'Wallows')
('1181751', 'WildVibes')
('742037', 'Woodlock')
('28103329', 'Wee Sing')
('105558', 'While She Sleeps')
('12506160', 'We Are Fury')
('84170', 'Wild Cherry')
('84232', 'Wreckx-N-Effect')
('12325093', 'Warsaw Philharmonic Orchestra')
('12219075', 'Woo2tech')
('12370248', 'Wanna Wake')
('743047', 'Walking On Cars')
('12808023', 'WIINSTON')
('794230', 'Wayward Daughter')
('105091', 'Windsor Airlift')
('1182982', 'Wage War')
('84055', 'We Shot the Moon')
('12502023', 'Warsaw National Philharmonic Orchestra')
('776428', 'What So Not')
('30360381', 'We Are KING')
('84071', 'Wolfenmond')
('84094', 'Wings')
('12024208', 'Whitney')
('105264', 'Wild Nothing')
('14767927', 'W O L F C L U B')
('86050', 'Whale Fall')
('105086', 'Whitesnake')
('84075', 'Waking Ashland')
('45896', 'We Came As Romans')
('129353', 'Wisin &amp; Yandel')
('12431040', 'Winterdagen')
('30080645', 'Within Destruction')
('84085', 'Wheatus')
('131209', 'Wiener Symphoniker')
('48484557', 'Wet Leg')
('45851', 'Wye Oak')
('806103', 'WALLA')
('133513', 'Wideboys')
('84079', 'Warrant')
('990137', 'Westcoast Stone')
('105192', 'Wig Wam')
('46036', 'We Were Promised Jetpacks')
('12230013', 'WAVES')
('858201', 'Whether, I')
('84231', 'Westside Connection')
('33773427', 'Weston Estate')
('45905', 'War')
('105172', 'Worrytrain')
('105083', 'Wilco')
('105385', 'Whiskey Myers')
('84066', 'Ween')
('105085', 'Wet Wet Wet')
('47339189', 'WHOKILLEDXIX')
('11996023', 'WAVEDASH')
('132424', 'Wildhearts')
('84647', 'Whitechapel')
('105292', 'We Lost The Sea')
('28501955', 'Winnetka Bowling League')
('1178098', 'We Architects')
('45844', 'Waldeck')
('105251', 'We Are the Fallen')
('11975050', 'Wiener Mozart Ensemble')
('744260', "Woman's Hour")
('1074085', 'Waysons')
('105585', 'Wayra Nan')
('105618', 'X-Ray Dog')
('1050511', 'XYLØ')
('780159', 'X Ambassadors')
('46173', 'Xandria')
('15158815', 'Xillions')
('804317', 'XS Project')
('12474742', '新爱乐交响乐团')
('12251314', 'X Lovers')
('84786', 'XTC')
('105623', 'Xtreme')
('12046889', 'XiJaro &amp; Pitch')
('11975147', 'XY&amp;O')
('84785', 'Xiu Xiu')
('12616452', 'Xavier Cugat &amp; His Orchestra')
('105628', 'Xeno &amp; Oaklander')
('126069', 'Xscape')
('84784', 'X')
('195982', 'XeoN')
('84822', 'XYZ')
('29289383', 'Xavier-Edouard Horemans')
('13057659', 'xo sad')
('105593', 'Xang')
('105603', 'XIII. Století')
('1049199', '信念合唱团')
('84821', 'Xasthur')
('105630', 'X-RX')
('84792', 'X-Press 2')
('229886', 'Xenos')
('12007201', 'X&amp;G')
('105594', 'Xmal Deutschland')
('12218067', 'Xavi &amp; Gi')
('84788', 'X-Perience')
('105613', 'XIV Dark Centuries')
('858437', 'xxanaxx')
('13992043', 'Xamm')
('84789', 'Xentrix')
('105616', 'XXX MANIAK')
('776511', 'xyce')
('900108', 'Xenia Löffler')
('37336086', '徐博豪')
('84816', 'Xploding Plastix')
('105601', 'XXL')
('12544142', 'Xexe Band')
('105599', 'XVII° Vie')
('777015', 'Xenobiotic')
('105622', 'Xuman')
('12534518', 'Xavier Cugat and His Orchestra')
('12621073', 'Xanthochroid')
('105606', 'Xerath')
('156568', 'XS')
('105639', 'XPQ-21')
('130275', 'XRS')
('105611', 'Xu Xu Fang')
('105615', 'XMH')
('105614', 'xRepresentx')
('105591', 'Xymox')
('854251', 'X.Y.R.')
('105624', 'Xylos')
('46178', 'Xystus')
('105620', 'Xalm Retribution')
('133508', 'Xutos &amp; Pontapés')
('12170131', 'XAM Duo')
('12831673', 'Xaon')
('105641', 'Xibalba')
('52427350', 'Xenoglyph')
('1179088', 'XXI')
('12046494', 'Xysma')
('776631', 'xRocket')
('957010', 'X-ethos')
('956085', 'Xenogears')
('832194', 'XUL ZOLAR')
('105610', 'XP8')
('105595', 'Xorcist')
('1020112', 'Xylouris White')
('87608', 'Xes Dreams')
('1018005', 'Xperiment')
('105600', 'Xe-None')
('105602', 'X-Wild')
('907001', 'X priest X')
('905473', 'X Hydra Project')
('826370', 'Xpire')
('105634', 'X3nus')
('105636', 'xQz')
('130958', 'XLNC')
('12203501', 'Xiphea')
('50217159', 'XXQQ')
('46175', 'XX Teens')
('105604', 'Xardas')
('13393387', 'Xixa')
('105635', 'X\u200b-\u200bMind')
('29520513', 'XODIX')
('12645443', 'Xecutive Disorder')
('13775225', 'xRick')
('1019131', 'XAXAXA')
('12354045', 'Xamar')
('840263', 'Xperiment XIII')
('105617', 'Xenesthis')
('49327188', '熊猫出没乐团')
('783382', 'X-odus')
('12826496', 'X-Blues &amp; Rock and Roll')
('861973', '英语听力')
('947185', 'Young Rising Sons')
('832880', 'Yellow Claw')
('105647', 'Yes')
('827604', 'Years &amp; Years')
('1137360', 'YOUNG BOMBS')
('28204576', 'Yonina')
('827183', 'Ylvis')
('46331570', 'Young Stoner Life')
('1011027', 'You+Me')
('893365', 'Yumi Zouma')
('129701', 'Yoga')
('756120', 'Youngblood Hawke')
('105670', 'Yoomiii')
('1087884', 'Younotus')
('105642', 'Yeah Yeah Yeahs')
('105733', 'Young London')
('46216', 'Young Money')
('13391920', 'Young T &amp; Bugsey')
('1032445', 'Y.V.E. 48')
('105712', 'Yuck')
('935168', 'YEAH BOY')
('783539', 'Young Hunting')
('105649', 'You Me At Six')
('105645', 'Yo La Tengo')
('105691', 'Yolanda Be Cool')
('105644', 'Ying Yang Twins')
('1177048', 'Yuma X')
('14628935', 'Y.O.U.N.G')
('105652', 'Yö')
('1193520', 'YOOKiE')
('12082016', 'Youth In Circles')
('84894', 'Yonder Mountain String Band')
('27826038', 'Yazmin Lacey')
('12647889', 'Yoga Music')
('46196', 'Yellowcard')
('894099', '语言学习')
('529471', 'Yu Kung')
('132138', 'Yaz')
('1177135', 'Yall')
('46237', 'Young and Divine')
('12031046', 'Ylva &amp; Linda')
('84856', 'Young Divas')
('1023194', 'Youth in Revolt')
('12417099', 'Yonaka')
('84967', 'Young Gunz')
('84839', 'Yndi Halda')
('84926', 'Yeasayer')
('84858', 'Yello')
('105711', 'Young the Giant')
('84843', 'Yazoo')
('780153', 'YACHT CLUB')
('105651', 'Young Empires')
('905025', 'Young &amp; Sick')
('105734', 'Yamboo')
('84842', 'Yelle')
('84879', 'Y&amp;T')
('105713', 'Young Prisms')
('768124', 'Young Fathers')
('963432', 'Your Old Droog')
('105643', 'Young Galaxy')
('37531863', 'Yankee and the Brave')
('105648', 'YACHT')
('34614638', 'YĪN YĪN')
('105677', 'Yukon Blonde')
('737269', 'Years of Tyrants')
('1081989', 'Y&amp;V')
('105660', 'Yellowjackets')
('14394943', 'Yatta')
('105757', 'You Blew It!')
('12251206', 'Young Band')
('11995190', 'Young Medicine')
('46201', 'Youth Group')
('87860', 'Youngblood')
('46265', 'Yules')
('1050758', 'Yamira')
('105760', 'Young Wonder')
('105753', 'Y La Bamba')
('133087', 'Yogi &amp; Husky')
('844257', 'Yumi And The Weather')
('952223', 'Young Marco')
('843026', 'Yancey Boys')
('105688', 'Young Guns')
('105754', 'YMIR')
('105696', 'Young Rebel Set')
('27794711', 'Young Gun Silver Fox')
('12524495', 'You Produce')
('1081888', 'Yantra Mantra')
('105681', 'Yashin')
('33390393', '佚名5Fc4')
('84854', 'Yulara')
('1060031', 'Your\u200bF**king\u200bMother')
('15023230', 'Young Paris')
('84855', 'Younger Brother')
('105662', 'Your Ten Mofo')
('105683', 'Young Heretics')
('105695', 'Young Man')
('105730', "You Can't Explain Logic")
('85006', 'Young Disciples')
('12532781', 'You Entertain')
('11975054', 'Zookeepers')
('85134', 'Zion &amp; Lennox')
('46327', 'Zac Brown Band')
('981038', 'Zonderling')
('85198', 'Zola')
('85079', 'ZZ Top')
('85081', 'Zapp &amp; Roger')
('27743146', 'Zeus X Crona')
('13950488', 'ZOOTAH')
('85089', 'Zapp')
('105866', 'Zeds Dead')
('64310', '至善合唱团')
('15206595', 'Zentrales Orchester des MDI')
('12475498', 'Zoom Karaoke')
('31705573', 'ZaeHD &amp; CEO')
('46306', 'Zornik')
('85074', 'Zero 7')
('85167', 'Zhané')
('46319', 'Zero Assoluto')
('85076', 'Zveri')
('14291221', 'Zentrales Orchester der NVA')
('105828', 'ZERO')
('105802', 'Zyce')
('105795', 'Zeus')
('105824', 'Zero-project')
('105771', 'Zoé')
('130529', 'Zero Cult')
('85077', 'Zebrahead')
('105810', 'Zen Garden')
('15021193', 'ZOO')
('105777', 'Za Frûmi')
('46332', 'Zlye Kukly')
('160212', 'ZINX')
('791310', 'zYnthetic')
('85219', 'Zug Izland')
('105768', 'Zeigeist')
('105772', 'Zofka')
('130389', 'Zombies')
('12302208', 'Zeno De Rossi Quartet')
('85243', 'Zenzile')
('791182', 'Zachariah Moffatt')
('105789', 'Zu')
('46308', 'Zyklon')
('12262249', 'Zolotoe Koltso Ensemble')
('145409', 'Zed')
('12534054', 'Zagreb Philharmonic Orchestra')
('954444', 'ZeroGravity')
('106996', 'Zodiac')
('12474430', 'Zelda Reorchestrated')
('12192032', 'Zeal &amp; Ardor')
('130258', 'Zinc')
('130125', 'Zimpala')
('30122274', 'zalagasper')
('12533317', 'Zoom Entertainments Limited')
('387143', 'Zakkum')
('105807', 'Zeus Faber')
('105769', 'Zoot Woman')
('210092', 'Zeskullz')
('105845', 'Zeit')
('105774', 'Zion Train')
('105803', 'Zebraville')
('11988040', 'Zomba Prison Project')
('105816', 'Zombie Western')
('358857', 'Zenglen')
('105826', 'Zehetmair Quartet')
('13374012', 'Zé Neto &amp; Cristiano')
('483452', 'Zdob Si Zdub')
('105834', 'Zen Harmony')
('141954', 'ZENO')
('845012', 'Zsofia Boros')
('129695', 'ZEN-MEN')
('105797', 'Zeromancer')
('85126', 'Zao')
('32994137', '子仪和昊的乱炖锅')
('29422718', 'Zug Nach Wien')
('28819248', 'ZzzDove')
('14881015', 'Zoro')
('148910', 'Zoot Sims Quartet')
('11988034', 'Zealand Worship')
('105792', 'Zacharius Carls Group')
('105775', 'Zeep')
('105779', 'Zoetrope')
('105850', 'Zero Kama')
('149379', 'ZAR')
('105831', 'Zinatra')
('22480', 'Zone')
('524073', 'Zagreb')
('13563890', 'ZiBBZ')
('105863', 'Zero Degree Atoll')
('27743311', 'Zekko')
('105781', 'Zatreon')
('147254', 'Zanzibar')
('827151', 'zen')
('309243', 'Za!')
('1154036', 'Zonke')
('87960', 'Zoo Animal')
('105841', 'ZEROKARMA')
('105829', 'Zora')
('791020', 'Zazí')
('105822', 'Zenttric')
('893624', '5 Seconds of Summer')
('48100464', '11:11 Music Group')
('46396', '911')
('1174011', '$uicideboy$')
('12797039', 'THE EITHER')
('101368', '2Cellos')
('33454756', '53 Thieves')
('105983', '77 Bombay Street')
('12862084', 'Бамбинтон')
('37713', 'Кино')
('46398', '4 Non Blondes')
('1049892', '99 Percent')
('85323', '2 Unlimited')
('88788', 'Voj')
('69322', '*NSYNC')
('12872516', '88GLAM')
('46402', '3OH!3')
('851536', '18+')
('51669699', '4*TOWN (From Disney and Pixar’s Turning Red)')
('46395', '30 Seconds to Mars')
('98153', 'Отпетые Мошенники')
('12539318', 'Буерак')
('46946592', 'АнимациЯ')
('30956541', 'So Loki')
('105870', '98º')
('46532942', '1096Gang')
('12046283', '8 Bit Universe')
('46964527', 'Օդելջոն')
('105872', '17 Hippies')
('37568115', 'Где Фантом?')
('12026351', 'A Billion Robots')
('824115', 'Bart')
('85289', '2raumwohnung')
('30470228', '99Barbie')
('51103', 'Clipse')
('29768837', 'Alem Band')
('14471059', '2 Man Embassy')
('12325018', 'Арман &amp; Аша')
('13021419', 'Перемотка')
('85319', '112')
('12031252', 'The Country Dance Kings')
('85293', '2002')
('789209', 'Les stentors')
('743388', '3rd Prototype')
('827366', 'Ундервуд')
('13031068', 'ABXY')
('85299', '10cc')
('758151', 'Czarface')
('31063730', 'That band Honey.')
('31966051', '2nd South Carolina String Band')
('861837', '7Lions')
('30156139', 'Rockit Gaming')
('98466', 'Океан Ельзи')
('105940', '10 Ft. Ganja Plant')
('27960041', 'Сектор Газа')
('12541295', '2017 Billboard Masters')
('13138227', 'Земляне')
('13620261', 'Июльские Дни')
('13742524', 'Монгол Шуудан')
('34450206', 'Тайпан')
('777034', '5 Reasons')
('46397', '3 Doors Down')
('330870', 'Blue Horizon')
('1150250', 'Гражданская Оборона')
('725113', 'Dreariness')
('12171158', '2016 Billboard Masters')
('908118', 'Video Games Live')
('106021', '8stops7')
('777463', 'Вельвет')
('1061038', 'Голубые береты')
('29810709', 'Two Mics')
('66513', 'Moriarty')
('46401', '65daysofstatic')
('30017013', 'Увула')
('12493020', '17 Memphis')
('85292', '5ive')
('694012', 'Tha Trickaz')
('975607', 'Alan Menken and Howard Ashman')
('146708', 'The Aces')
('85347', '20 Fingers')
('963326', 'Naomi &amp; Her Handsome Devils')
('94466', '[ingenting]')
('11977091', 'Каспийский груз')
('105889', '666')
('78426', 'Traffic')
('989022', 'Sunflower Bean')
('32062992', 'культодиночества')
('816493', 'Thee Cool Cats')
('94551', 'Ivan Kupala')
('28499179', 'Альянс')
('105948', '11 Acorn Lane')
('12789729', 'VISA音乐')
('105920', '101 Strings Orchestra')
('100191', '*shels')
('1132835', 'Время и Стекло')
('1063077', '２８１４')
('986178', 'Ibeyi')
('29800519', 'The George Twins')
('13072574', 'Группа &quot;Загадка&quot;')
('858541', 'Satchmode')
('35135807', 'Ayase')
('13808', 'Alys')
('231900', '奥户巴寿')
('160387', '阿保剛')
('712168', 'AKLO')
('14429', '岸部眞明')
('35633563', 'Aqu3ra')
('13819', 'Audio Highs')
('13774', 'Akeboshi')
('13880', 'ARM')
('18444', 'AO')
('649201', 'aran')
('15867', '安元洋貴')
('964478', 'Akira Complex')
('13935137', '岸田勇気')
('14570', '岸尾だいすけ')
('12262947', '安藤浩和')
('13872', 'Azell')
('29151248', '阿部功')
('12306581', '安さん')
('34783735', 'a_hisa')
('12165025', '阿知波大輔')
('13023915', 'Ark Brown')
('13816', 'Akito')
('860726', '奥河英樹')
('159646', 'ALSTROeMERIA')
('159831', 'あゆ')
('12289413', 'ANARCHY')
('13776', 'ASKA')
('1155048', 'AbsoЯute Zero')
('13795', 'AK-69')
('13080290', '飯吉新')
('201693', '阿部海太郎')
('15830', '岸利至')
('161590', 'aki')
('161476', '安川午朗')
('864123', '阿部敦')
('49816148', 'AIR·RE')
('860701', '安井洋介')
('13863', '安部纯')
('11974205', 'AMDISCS')
('46803933', 'A夏目')
('1050154', '奥慶一')
('1098008', 'Aki')
('46786875', 'Akane Ikeya')
('13890', 'Akinobu')
('35763903', 'Ayumu Imazu')
('13193104', 'AIKI')
('12436081', '安藤高弘')
('12300015', 'AKIHIRO NAMBA (Hi-STANDARD / NAMBA69) × TAKESHI UEDA (AA=)')
('1004047', 'antihoney')
('955149', '安井邦彦')
('13857', 'ASK')
('13796', '安部恭弘')
('31159636', 'Alexis Lin')
('15107', '奥田民生')
('13817', '安藤正容')
('160210', 'ALPHABETS')
('12312394', 'a2c')
('51993445', 'abakjan5956')
('50959763', 'ag')
('12218125', 'amphee')
('1115033', 'Alinut')
('13862', '阿部雅士')
('13827', 'A.B.C-Z')
('30111364', '安田毅')
('906158', 'AvelCain')
('12370202', 'Akiyoshi Yasuda')
('51497073', 'An')
('30344660', '奥田弦')
('47238199', 'ARuFa')
('46599614', 'av4ln')
('161214', 'ALLY &amp; DIAZ')
('50245526', 'Aile The Shota')
('29791139', 'A.SAKA')
('12164020', '阿部隆大')
('51098733', '奥野大樹')
